type typecode name_p address province city area lat lng telephone tag
医疗保健服务;医药保健销售店;药房 090601 大健康药房（龚店乡） 001乡道与004乡道交叉口西50米 河南省 平顶山市 叶县 113.441790 33.660131 13071711190 []
医疗保健服务;医药保健销售店;药房 090601 一心大药房 北大街与文化路交叉口东南50米 河南省 平顶山市 叶县 113.351841 33.625092 [] []
医疗保健服务;医药保健销售店;药房 090601 一心大药房(一里桥店) 昆阳大道107号附近 河南省 平顶山市 叶县 113.353717 33.612554 [] []
医疗保健服务;医药保健销售店;药房 090601 好医生大药房 广安路西100米 河南省 平顶山市 叶县 113.362369 33.609030 [] []
医疗保健服务;医药保健销售店;药房 090601 中心大药房 郑水线北50米任店镇人民政府附近 河南省 平顶山市 叶县 113.236554 33.628961 [] []
科教文化服务;学校;幼儿园 141204 蓓蕾精品幼儿园 光明路与建设路交叉口向北200米路西 河南省 平顶山市 新华区 113.293221 33.741018 [] []
医疗保健服务;医药保健销售店;药房 090601 药王大药房 昆舞大道与330省道交叉口东南50米 河南省 平顶山市 叶县 113.358886 33.616462 [] []
医疗保健服务;医药保健销售店;药房 090601 鲁山县瑞德源大药房 002乡道东50米 河南省 平顶山市 鲁山县 113.180286 33.642473 15237530990;15346480079 []
医疗保健服务;医药保健销售店;药房 090601 灵瑞大药房 昆舞大道与330省道交叉口西150米 河南省 平顶山市 叶县 113.357443 33.617021 [] []
科教文化服务;学校;幼儿园 141204 树果高瞻国际双语幼儿园 北渡立交与水库路交叉口西北150米 河南省 平顶山市 湛河区 113.297333 33.711348 [] []
医疗保健服务;医药保健销售店;药房 090601 众康大药房(中兴路店) 中兴路西50米 河南省 平顶山市 湛河区 113.304272 33.722043 [] []
生活服务;洗衣店;洗衣店 071500 泰洁干洗 长青路与建设路交叉口向南三百米路东 河南省 平顶山市 新华区 113.286878 33.736510 18239755958 []
