type typecode name_p address province city area lat lng telephone tag
风景名胜;公园广场;公园广场 110100 墨子广场 博学路与问津路交叉口西50米 河南省 平顶山市 新华区 113.206820 33.747970 [] []
风景名胜;风景名胜;风景名胜 110200 舞钢市龙凤湖旅游度假区 龙泉路 河南省 平顶山市 舞钢市 113.556720 33.268725 [] []
风景名胜;风景名胜;寺庙道观 110205 石佛寺 柏堂路东150米 河南省 平顶山市 郏县 113.357830 33.978479 [] []
风景名胜;公园广场;公园广场 110100 河滨广场 政府路附近 河南省 平顶山市 叶县 113.354109 33.618400 [] []
风景名胜;风景名胜;风景名胜 110200 尧山风景区-尧山第一漂 尧山镇鲁山县尧山镇下坪村 河南省 平顶山市 鲁山县 112.329512 33.722662 0375-5620666;0375-5620888 []
风景名胜;风景名胜相关;旅游景点 110000 李五沟 [] 河南省 平顶山市 舞钢市 113.522902 33.247418 [] []
风景名胜;公园广场;城市广场 110105 水幕音乐喷泉广场 湖滨大道附近 河南省 平顶山市 舞钢市 113.525948 33.278618 [] []
风景名胜;风景名胜相关;旅游景点 110000 丹江湖 [] 河南省 平顶山市 舞钢市 113.401634 33.203047 [] []
风景名胜;风景名胜;省级景点 110203 香山寺景区 大香山路 河南省 平顶山市 宝丰县 113.193365 33.81613 0375-2880000 []
风景名胜;风景名胜;回教寺 110207 焦店清真寺 建设路西段 河南省 平顶山市 新华区 113.232307 33.759230 [] []
风景名胜;风景名胜;风景名胜 110200 蝴蝶泉风景区 311国道北50米 河南省 平顶山市 鲁山县 112.296913 33.774083 [] []
风景名胜;风景名胜;风景名胜 110200 三皇寺 008乡道附近 河南省 平顶山市 叶县 113.218486 33.493855 [] []
风景名胜;风景名胜;风景名胜 110200 六羊山通天河 营盘沟村 河南省 平顶山市 鲁山县 112.462230 33.707079 0375-5782023;0375-7652888 []
风景名胜;公园广场;公园广场 110100 矿工中心广场 体育路与平安大道交叉口北100米 河南省 平顶山市 新华区 113.304360 33.749912 [] []
风景名胜;风景名胜;风景名胜 110200 天印山风景区 [] 河南省 平顶山市 鲁山县 112.873611 33.641328 [] []
风景名胜;风景名胜;教堂 110206 建西教堂 曙光街18号 河南省 平顶山市 新华区 113.284289 33.734650 [] []
