type typecode name_p address province city area lat lng telephone tag
交通设施服务;公交车站;公交车站相关 150700 大李庄(公交站) 23路;27路;28路;34路 河南省 平顶山市 新华区 113.288887 33.733395 [] []
交通设施服务;公交车站;公交车站相关 150700 烟草宾馆(公交站) 17路;18路;25路;617路;618路 河南省 平顶山市 湛河区 113.309090 33.719486 [] []
交通设施服务;公交车站;公交车站相关 150700 龙源大酒店(公交站) 617路;618路 河南省 平顶山市 湛河区 113.321472 33.724388 [] []
交通设施服务;公交车站;公交车站相关 150700 光矿路口(公交站) 17路;18路;23路;26路;617路;618路 河南省 平顶山市 新华区 113.294044 33.746281 [] []
交通设施服务;公交车站;公交车站相关 150700 高压南门(公交站) 25路 河南省 平顶山市 湛河区 113.312119 33.719719 [] []
交通设施服务;公交车站;公交车站相关 150700 平高南门(公交站) 17路;18路;617路;618路 河南省 平顶山市 湛河区 113.312988 33.719833 [] []
交通设施服务;公交车站;公交车站相关 150700 河滨公园南门(公交站) 市客运中心站-齐务村 河南省 平顶山市 湛河区 113.298470 33.720676 [] []
交通设施服务;公交车站;公交车站相关 150700 神马集团(公交站) 66路 河南省 平顶山市 卫东区 113.317459 33.749691 [] []
交通设施服务;公交车站;公交车站相关 150700 公园南门(公交站) 3路;4路;10路;14路;17路;18路;20路;22路;27路;37路;617路;618路 河南省 平顶山市 湛河区 113.298470 33.720680 [] []
交通设施服务;公交车站;公交车站相关 150700 贸源街(公交站) 617路;618路 河南省 平顶山市 湛河区 113.315849 33.719978 [] []
交通设施服务;公交车站;公交车站相关 150700 茂源街(公交站) 17路;18路;25路 河南省 平顶山市 湛河区 113.316505 33.720081 [] []
交通设施服务;公交车站;公交车站相关 150700 平棉纺织集团(公交站) 11路;14路;30路;30路区间;40路;600路 河南省 平顶山市 卫东区 113.328255 33.735035 [] []
交通设施服务;公交车站;公交车站相关 150700 人才交流中心(公交站) 10路 河南省 平顶山市 湛河区 113.296074 33.721062 [] []
交通设施服务;公交车站;公交车站相关 150700 长途汽车站(公交站) 603路夜班 河南省 平顶山市 卫东区 113.327515 33.740501 [] []
交通设施服务;公交车站;公交车站相关 150700 市长途汽车站(公交站) 市长途汽车站-宝丰县长途汽车站 河南省 平顶山市 卫东区 113.327515 33.740494 [] []
交通设施服务;公交车站;公交车站相关 150700 人才市场(公交站) 3路;617路;618路 河南省 平顶山市 湛河区 113.295601 33.721195 [] []
交通设施服务;公交车站;公交车站相关 150700 市人才市场(公交站) 4路;10路;14路;17路;18路;20路;22路;27路;市客运中心站-齐务村 河南省 平顶山市 湛河区 113.295609 33.721188 [] []
交通设施服务;公交车站;公交车站相关 150700 公交家属院(公交站) 6路;17路;18路;23路;27路;617路;618路 河南省 平顶山市 湛河区 113.291512 33.724209 [] []
交通设施服务;公交车站;公交车站相关 150700 天使集团(公交站) 600路夜班空调 河南省 平顶山市 卫东区 113.328721 33.735012 [] []
