type typecode name_p address province city area lat lng telephone tag
体育休闲服务;影剧院;电影院 080601 星夜私人影院(佳田B座店) 中兴路佳田大厦B座24楼2402室 河南省 平顶山市 新华区 113.306809 33.736381 0375-7029163;15836971178 []
体育休闲服务;娱乐场所;网吧 080308 A+电竞 矿工路与劳动路交叉口人民电影院2层 河南省 平顶山市 卫东区 113.313501 33.744287 0375-7205696 []
体育休闲服务;娱乐场所;网吧 080308 金盛龙网络会所 光明北路东80号院 河南省 平顶山市 新华区 113.294131 33.745395 13837527123 []
体育休闲服务;娱乐场所;酒吧 080304 VVRD酒吧 体育路中段西10号 河南省 平顶山市 新华区 113.303918 33.744066 0375-2700000 []
体育休闲服务;娱乐场所;KTV 080302 维秀主题量贩KTV 新华路与湛南路交叉口西南角(原红妆国际) 河南省 平顶山市 湛河区 113.321440 33.726751 0375-2078888;0375-3669999 []
体育休闲服务;娱乐场所;网吧 080308 深度网咖 劳动路30附5 河南省 平顶山市 卫东区 113.313656 33.741014 [] []
体育休闲服务;娱乐场所;酒吧 080304 旺角BAR 矿工路与长虹路交叉口西150米 河南省 平顶山市 新华区 113.286050 33.751903 [] []
体育休闲服务;影剧院;电影院 080601 星美国际影城(金三角店) 中兴路北段金三角5层 河南省 平顶山市 新华区 113.306787 33.740846 0375-2122888 []
体育休闲服务;娱乐场所;KTV 080302 嗨歌时尚KTV 龙翔大道崇文路常绿大悦城10号楼104.204.205铺 河南省 平顶山市 新华区 113.184413 33.776847 18137343451 []
体育休闲服务;娱乐场所;网吧 080308 高阳网络会所 开发二路高阳小区西门北100米 河南省 平顶山市 卫东区 113.372408 33.722288 0375-4199998 []
体育休闲服务;娱乐场所;KTV 080302 转动娱乐会所 经三路87 河南省 平顶山市 郏县 113.220370 33.976884 0375-2253007;0375-2253000;15993507075 []
体育休闲服务;娱乐场所;网吧 080308 三兄弟网吧 楝香街27附2号 河南省 平顶山市 卫东区 113.325360 33.738561 13603755637 []
体育休闲服务;娱乐场所;酒吧 080304 fack音乐酒吧 联盟路与沿河西路交叉口南20米路东 河南省 平顶山市 新华区 113.298496 33.742174 [] []
体育休闲服务;娱乐场所;网吧 080308 极度网络(楝香街) 黄楝树楝香街 河南省 平顶山市 卫东区 113.326361 33.739098 [] []
体育休闲服务;娱乐场所;酒吧 080304 鹰城维多利亚公馆 建设路与中兴路交汇处佳田国际大酒店B1层 河南省 平顶山市 新华区 113.306290 33.736440 15737579990 []
体育休闲服务;娱乐场所;酒吧 080304 老男孩酒吧(优越路店) 优越路中兴小区对面 河南省 平顶山市 新华区 113.308355 33.741562 13949459444;18803755188 老男孩酒吧炸鸡,水果拼盘,薯条,冰纯嘉士伯,爆米花,老男孩奢华洋酒,百特干红,干果拼盘,香辣烤鸡翅
体育休闲服务;娱乐场所;酒吧 080304 Sweet Bar(凤凰奥斯卡3楼) 体育路与联盟路交叉口 河南省 平顶山市 新华区 113.303202 33.742405 0375-2356789 []
体育休闲服务;娱乐场所;网吧 080308 新概念休闲网络 河滨公园南门程庄村27号楼 河南省 平顶山市 湛河区 113.296299 33.718665 [] []
体育休闲服务;娱乐场所;酒吧 080304 后街咖啡酒吧(自由街) 中兴路北段丹尼斯后华府商业街西头 河南省 平顶山市 新华区 113.306804 33.745764 18237576667 脆皮炸鸡饭,鸡肉披萨加冰咖啡,虾仁炒饭加冰咖啡,烤肉饭,披萨虾仁加冰咖啡,水果加冰咖啡,水果披萨,鸡肉披萨,骨肉相连,至尊披萨,虾仁披萨,火腿卷边披萨,招牌鸡翅,卡布奇诺,冰咖啡
体育休闲服务;娱乐场所;网吧 080308 舒适网咖 东安路矿工路南20米路西 河南省 平顶山市 卫东区 113.336309 33.740007 [] []
体育休闲服务;娱乐场所;KTV 080302 梦工厂KTV 北渡镇光明路与新南环路交叉口向西200米路南 河南省 平顶山市 湛河区 113.281694 33.712465 0375-2369888 []
体育休闲服务;娱乐场所;网吧 080308 新众网吧(方圆路) 姚电大道与光明路交叉口向东200米(质量工程学院北门向西150米) 河南省 平顶山市 湛河区 113.289687 33.713786 15539781111 []
体育休闲服务;娱乐场所;酒吧 080304 城堡酒吧 中兴路与曙光街交叉口北50米路西 河南省 平顶山市 新华区 113.305410 33.733056 13783260505 []
体育休闲服务;娱乐场所;KTV 080302 宝乐迪KTV(花园路) 花园路与老城大街交叉口130米 河南省 平顶山市 鲁山县 112.920097 33.739152 0375-5632222 []
体育休闲服务;影剧院;电影院 080601 金马国际影城(老汽车站店) 老汽车站向东50米 河南省 平顶山市 郏县 113.227471 33.970675 0375-7052555 []
体育休闲服务;娱乐场所;酒吧 080304 目的地主题休闲酒吧 园林路教育学院对面 河南省 平顶山市 新华区 113.279474 33.738905 [] []
体育休闲服务;娱乐场所;网吧 080308 沸点网吧(东环路) 东环路与矿工路向南100米 河南省 平顶山市 卫东区 113.350004 33.739681 [] []
体育休闲服务;娱乐场所;KTV 080302 天籁之音KTV 013县道与236省道交叉口西150米 河南省 平顶山市 郏县 113.243655 34.098808 [] []
体育休闲服务;娱乐场所;网吧 080308 金浪网络会所(建材中路) 为民街与建设路交叉口东100米 河南省 平顶山市 新华区 113.284732 33.738523 13653759562 []
体育休闲服务;娱乐场所;酒吧 080304 1991音乐清吧 联盟路德信泉对面联盟鑫城南门二楼 河南省 平顶山市 新华区 113.301054 33.743211 15803900137 []
体育休闲服务;娱乐场所;酒吧 080304 里昂之约酒水吧 中兴路街道和平路步行街东头建设银行南对面二楼 河南省 平顶山市 新华区 113.309023 33.740316 18137590399;17703907557 []
体育休闲服务;娱乐场所;网吧 080308 TATA网吧 平安大道凌云路向西西市场优胜小区东200米路南 河南省 平顶山市 新华区 113.276067 33.757126 15093781082 []
体育休闲服务;娱乐场所;网吧 080308 飞翔网吧 一矿路北50米 河南省 平顶山市 卫东区 113.315052 33.749888 [] []
体育休闲服务;娱乐场所;酒吧 080304 新老男孩烧烤酒吧(优越路店) 优越路与开源路交叉口向北100米路西 河南省 平顶山市 卫东区 113.309555 33.743109 [] 薯条,话梅,瓜子,韩式沾汁鱿鱼,鸡胗,香肠,大百威,精美水果拼盘,西瓜子,爆米花,小百威
体育休闲服务;娱乐场所;迪厅 080303 工人文化宫舞厅 公园北街17号楼17号文化宫南门东侧 河南省 平顶山市 新华区 113.301960 33.740175 [] []
体育休闲服务;娱乐场所;KTV 080302 喜相逢私人订制音乐会所 凌云路佳田塞纳城院内200米路北 河南省 平顶山市 新华区 113.278488 33.748980 [] []
体育休闲服务;娱乐场所;网吧 080308 亚太网络会所(新华路) 中心城区新华路明珠城市花园 河南省 平顶山市 湛河区 113.320996 33.720820 [] []
体育休闲服务;娱乐场所;网吧 080308 泊客网咖(优越路) 中兴路与优越路交叉口向东150米路南2楼 河南省 平顶山市 新华区 113.308642 33.741637 15093781082 []
体育休闲服务;娱乐场所;网吧 080308 小灵童网络会所 平顶山工业职业技术学院北门对面 河南省 平顶山市 湛河区 113.287596 33.712161 [] []
体育休闲服务;娱乐场所;网吧 080308 林之源网吧 崇文路九天庄园西门 河南省 平顶山市 新华区 113.178293 33.770997 [] []
体育休闲服务;娱乐场所;网吧 080308 鸿鹰网吧(鸿鹰小区东) 建设路769附5号 河南省 平顶山市 卫东区 113.370877 33.733168 [] []
体育休闲服务;度假疗养场所;度假村 080401 蒙古风情园 龙泉路3号 河南省 平顶山市 舞钢市 113.552981 33.281493 0375-8181069 []
体育休闲服务;娱乐场所;网吧 080308 萨网迪咖 劳模小区北门对面 河南省 平顶山市 新华区 113.293431 33.754300 13383751157 []
体育休闲服务;影剧院;电影院 080601 中影国际影城(双丰店) 长青路20号附近 河南省 平顶山市 新华区 113.291276 33.732861 [] []
体育休闲服务;影剧院;电影院 080601 兄弟奥斯卡 未来路中段平顶山学院红色综合服务楼2层 河南省 平顶山市 新华区 113.206154 33.751293 0375-7703333 []
体育休闲服务;娱乐场所;网吧 080308 神舟网络家园 白银路12附3号 河南省 平顶山市 卫东区 113.332834 33.737914 [] []
体育休闲服务;影剧院;电影院 080601 阿西吧私人影咖玩乐店 正义巷与矿工路交叉口南200米 河南省 平顶山市 新华区 113.301844 33.743506 [] []
